"","State","Year","Month","ILITotal","TotalPatients"
"766","Georgia",2018,7,1705,161730
"767","Georgia",2018,8,2376,164473
"768","Georgia",2018,9,3467,171653
"769","Idaho",2010,10,209,18319
"770","Idaho",2010,11,347,17194
"771","Idaho",2010,12,323,16614
"772","Idaho",2011,1,632,22702
"773","Idaho",2011,2,1012,19577
"774","Idaho",2011,3,968,18427
"775","Idaho",2011,4,435,18071
"776","Idaho",2011,5,223,13864
"777","Idaho",2011,6,208,11671
"778","Idaho",2011,7,154,17253
"779","Idaho",2011,8,74,13330
"780","Idaho",2011,9,146,14658
"781","Idaho",2011,10,227,19636
"782","Idaho",2011,11,312,17917
"783","Idaho",2011,12,411,20190
"784","Idaho",2012,1,280,16169
"785","Idaho",2012,2,433,17143
"786","Idaho",2012,3,670,22481
"787","Idaho",2012,4,380,14087
"788","Idaho",2012,5,257,12544
"789","Idaho",2012,6,172,14586
"790","Idaho",2012,7,75,10868
"791","Idaho",2012,8,78,11973
"792","Idaho",2012,9,182,14904
"793","Idaho",2012,10,172,19502
"794","Idaho",2012,11,332,18894
"795","Idaho",2012,12,601,23206
"796","Idaho",2013,1,614,18492
"797","Idaho",2013,2,627,21002
"798","Idaho",2013,3,251,22923
"799","Idaho",2013,4,54,12621
"800","Idaho",2013,5,36,11644
"801","Idaho",2013,6,5,7608
"802","Idaho",2013,7,4,5798
"803","Idaho",2013,8,4,5817
"804","Idaho",2013,9,7,6558
"805","Idaho",2013,10,67,11889
"806","Idaho",2013,11,96,13334
"807","Idaho",2013,12,276,9995
"808","Idaho",2014,1,694,12625
"809","Idaho",2014,2,228,12123
"810","Idaho",2014,3,173,14856
"811","Idaho",2014,4,176,10153
"812","Idaho",2014,5,154,10361
"813","Idaho",2014,6,0,1919
"814","Idaho",2014,7,0,485
"815","Idaho",2014,8,0,903
"816","Idaho",2014,9,1,1552
"817","Idaho",2014,10,147,12229
"818","Idaho",2014,11,301,16356
"819","Idaho",2014,12,533,12279
"820","Idaho",2015,1,1104,17663
"821","Idaho",2015,2,559,14725
"822","Idaho",2015,3,396,14542
"823","Idaho",2015,4,254,12258
"824","Idaho",2015,5,302,13795
"825","Idaho",2015,6,38,5595
"826","Idaho",2015,7,38,5537
"827","Idaho",2015,8,30,5401
"828","Idaho",2015,9,14,5026
"829","Idaho",2015,10,60,13068
"830","Idaho",2015,11,70,11039
"831","Idaho",2015,12,67,10416
"832","Idaho",2016,1,178,13245
"833","Idaho",2016,2,211,11343
"834","Idaho",2016,3,198,10135
"835","Idaho",2016,4,91,8617
"836","Idaho",2016,5,49,5012
"837","Idaho",2016,6,6,1996
"838","Idaho",2016,7,9,2842
"839","Idaho",2016,8,11,2045
"840","Idaho",2016,9,19,3734
"841","Idaho",2016,10,46,11129
"842","Idaho",2016,11,44,7161
"843","Idaho",2016,12,100,7843
"844","Idaho",2017,1,153,7151
"845","Idaho",2017,2,136,7815
"846","Idaho",2017,3,83,7781
"847","Idaho",2017,4,48,8691
"848","Idaho",2017,5,33,5282
"849","Idaho",2017,6,0,1473
"850","Idaho",2017,7,0,927
"851","Idaho",2017,8,0,316
"852","Idaho",2017,9,0,1073
"853","Idaho",2017,10,20,5506
"854","Idaho",2017,11,40,5049
"855","Idaho",2017,12,75,5663
"856","Idaho",2018,1,187,5797
"857","Idaho",2018,2,174,6678
"858","Idaho",2018,3,76,7948
"859","Idaho",2018,4,32,5824
"860","Idaho",2018,5,21,5618
"861","Idaho",2018,6,6,2641
"862","Idaho",2018,7,2,1874
"863","Idaho",2018,8,0,306
"864","Idaho",2018,9,3,1007
"865","Illinois",2010,10,2372,164607
"866","Illinois",2010,11,2559,158590
"867","Illinois",2010,12,3205,151560
"868","Illinois",2011,1,7358,196830
"869","Illinois",2011,2,6938,162919
"870","Illinois",2011,3,5253,162601
"871","Illinois",2011,4,3618,189004
"872","Illinois",2011,5,1827,135195
"873","Illinois",2011,6,1526,118641
"874","Illinois",2011,7,1686,143959
"875","Illinois",2011,8,1435,121389
"876","Illinois",2011,9,1859,125432
"877","Illinois",2011,10,3719,220994
"878","Illinois",2011,11,3141,176515
"879","Illinois",2011,12,4098,201633
"880","Illinois",2012,1,3533,172394
"881","Illinois",2012,2,5043,180083
"882","Illinois",2012,3,8103,227215
"883","Illinois",2012,4,3673,172983
"884","Illinois",2012,5,2317,153434
"885","Illinois",2012,6,2166,169568
"886","Illinois",2012,7,1591,131348
"887","Illinois",2012,8,1828,136199
"888","Illinois",2012,9,3020,188011
"889","Illinois",2012,10,2984,177920
"890","Illinois",2012,11,3497,170656
"891","Illinois",2012,12,9138,221408
"892","Illinois",2013,1,7201,172178
"893","Illinois",2013,2,5299,172600
"894","Illinois",2013,3,5362,198087
"895","Illinois",2013,4,3107,160677
"896","Illinois",2013,5,2515,153504
"897","Illinois",2013,6,2516,170527
"898","Illinois",2013,7,1498,140119
"899","Illinois",2013,8,1784,182022
"900","Illinois",2013,9,2139,156487
"901","Illinois",2013,10,3764,240164
"902","Illinois",2013,11,5308,276348
"903","Illinois",2013,12,6255,202473
"904","Illinois",2014,1,6961,206473
"905","Illinois",2014,2,4688,220849
"906","Illinois",2014,3,5421,280409
"907","Illinois",2014,4,4438,234420
"908","Illinois",2014,5,4370,252552
"909","Illinois",2014,6,2560,188234
"910","Illinois",2014,7,1433,169210
"911","Illinois",2014,8,1792,212550
"912","Illinois",2014,9,3310,203773
"913","Illinois",2014,10,3512,226817
"914","Illinois",2014,11,6488,270281
"915","Illinois",2014,12,12027,221471
"916","Illinois",2015,1,6863,243608
"917","Illinois",2015,2,4835,203161
"918","Illinois",2015,3,5954,217422
"919","Illinois",2015,4,4969,215301
"920","Illinois",2015,5,3871,250465
"921","Illinois",2015,6,2062,165777
"922","Illinois",2015,7,1735,165775
"923","Illinois",2015,8,2116,206534
"924","Illinois",2015,9,2180,169418
"925","Illinois",2015,10,3931,242485
"926","Illinois",2015,11,3748,193873
"927","Illinois",2015,12,4225,189153
"928","Illinois",2016,1,6069,231569
"929","Illinois",2016,2,7242,204808
"930","Illinois",2016,3,7232,202581
"931","Illinois",2016,4,4924,246860
"932","Illinois",2016,5,2539,180519
"933","Illinois",2016,6,1564,147605
"934","Illinois",2016,7,1563,176530
"935","Illinois",2016,8,1132,152915
"936","Illinois",2016,9,1724,160514
"937","Illinois",2016,10,3319,234639
"938","Illinois",2016,11,3274,181797
"939","Illinois",2016,12,4909,223901
"940","Illinois",2017,1,5705,190882
"941","Illinois",2017,2,8826,204257
"942","Illinois",2017,3,6392,189949
"943","Illinois",2017,4,4638,243226
"944","Illinois",2017,5,2393,179796
"945","Illinois",2017,6,1488,150544
"946","Illinois",2017,7,1275,172557
"947","Illinois",2017,8,1041,143648
"948","Illinois",2017,9,2071,193140
"949","Illinois",2017,10,2174,189443
"950","Illinois",2017,11,2337,175244
"951","Illinois",2017,12,7740,228948
"952","Illinois",2018,1,9890,186345
"953","Illinois",2018,2,9565,187881
"954","Illinois",2018,3,5180,219576
"955","Illinois",2018,4,2560,177691
"956","Illinois",2018,5,1621,167465
"957","Illinois",2018,6,1264,179253
"958","Illinois",2018,7,890,143734
"959","Illinois",2018,8,694,143346
"960","Illinois",2018,9,1157,150767
"961","Indiana",2010,10,301,51471
"962","Indiana",2010,11,380,47328
"963","Indiana",2010,12,419,41577
"964","Indiana",2011,1,1972,52775
"965","Indiana",2011,2,3166,53243
"966","Indiana",2011,3,1303,50400
"967","Indiana",2011,4,400,56885
"968","Indiana",2011,5,183,34901
"969","Indiana",2011,6,130,27356
"970","Indiana",2011,7,108,30528
"971","Indiana",2011,8,71,28184
"972","Indiana",2011,9,147,32283
"973","Indiana",2011,10,554,54158
"974","Indiana",2011,11,486,42172
"975","Indiana",2011,12,530,45592
"976","Indiana",2012,1,422,37755
"977","Indiana",2012,2,551,38963
"978","Indiana",2012,3,933,47574
"979","Indiana",2012,4,397,36677
"980","Indiana",2012,5,185,28557
"981","Indiana",2012,6,125,26497
"982","Indiana",2012,7,87,20209
"983","Indiana",2012,8,125,24276
"984","Indiana",2012,9,264,37534
"985","Indiana",2012,10,268,41763
"986","Indiana",2012,11,323,38545
"987","Indiana",2012,12,1821,46617
"988","Indiana",2013,1,1689,40851
"989","Indiana",2013,2,1288,42790
"990","Indiana",2013,3,1068,48329
"991","Indiana",2013,4,339,36644
"992","Indiana",2013,5,120,30796
"993","Indiana",2013,6,94,25976
"994","Indiana",2013,7,58,19207
"995","Indiana",2013,8,93,31064
"996","Indiana",2013,9,151,28477
"997","Indiana",2013,10,374,38325
"998","Indiana",2013,11,517,45459
"999","Indiana",2013,12,804,31140
"1000","Indiana",2014,1,968,28382
"1001","Indiana",2014,2,746,31884
"1002","Indiana",2014,3,557,41252
"1003","Indiana",2014,4,227,34377
"1004","Indiana",2014,5,243,31098
"1005","Indiana",2014,6,91,16918
"1006","Indiana",2014,7,44,15825
"1007","Indiana",2014,8,112,24529
"1008","Indiana",2014,9,124,24839
"1009","Indiana",2014,10,246,35714
"1010","Indiana",2014,11,542,43115
"1011","Indiana",2014,12,1941,33125
"1012","Indiana",2015,1,1118,37965
"1013","Indiana",2015,2,609,35769
"1014","Indiana",2015,3,522,32748
"1015","Indiana",2015,4,383,31607
"1016","Indiana",2015,5,218,29038
"1017","Indiana",2015,6,88,17090
"1018","Indiana",2015,7,64,13740
"1019","Indiana",2015,8,115,19960
"1020","Indiana",2015,9,150,17760
"1021","Indiana",2015,10,343,31031
"1022","Indiana",2015,11,306,25132
"1023","Indiana",2015,12,322,21810
"1024","Indiana",2016,1,374,25463
"1025","Indiana",2016,2,461,24655
"1026","Indiana",2016,3,799,23846
"1027","Indiana",2016,4,429,31271
"1028","Indiana",2016,5,143,14992
"1029","Indiana",2016,6,105,12111
"1030","Indiana",2016,7,97,14285
"1031","Indiana",2016,8,128,14040
"1032","Indiana",2016,9,112,17086
"1033","Indiana",2016,10,229,31288
"1034","Indiana",2016,11,203,23479
"1035","Indiana",2016,12,346,23260
"1036","Indiana",2017,1,499,19731
"1037","Indiana",2017,2,1267,24681
"1038","Indiana",2017,3,869,21889
"1039","Indiana",2017,4,503,28301
"1040","Indiana",2017,5,105,16399
"1041","Indiana",2017,6,29,11789
"1042","Indiana",2017,7,39,13895
"1043","Indiana",2017,8,114,12418
"1044","Indiana",2017,9,245,19113
"1045","Indiana",2017,10,277,19775
"1046","Indiana",2017,11,247,18614
"1047","Indiana",2017,12,669,20582
"1048","Indiana",2018,1,1329,17359
"1049","Indiana",2018,2,1379,20280
"1050","Indiana",2018,3,660,20374
"1051","Indiana",2018,4,349,16916
"1052","Indiana",2018,5,162,13349
"1053","Indiana",2018,6,95,10537
"1054","Indiana",2018,7,76,8992
"1055","Indiana",2018,8,119,11582
"1056","Indiana",2018,9,167,14750
"1057","Iowa",2010,10,49,11468
"1058","Iowa",2010,11,68,15869
"1059","Iowa",2010,12,139,10935
"1060","Iowa",2011,1,207,17724
"1061","Iowa",2011,2,395,18218
"1062","Iowa",2011,3,247,15842
"1063","Iowa",2011,4,70,11120
"1064","Iowa",2011,5,13,7353
"1065","Iowa",2011,6,1,6072
"1066","Iowa",2011,7,1,5858
"1067","Iowa",2011,8,3,4723
"1068","Iowa",2011,9,31,8011
"1069","Iowa",2011,10,172,17806
"1070","Iowa",2011,11,154,21600
"1071","Iowa",2011,12,179,21043
"1072","Iowa",2012,1,162,20705
"1073","Iowa",2012,2,224,22385
"1074","Iowa",2012,3,208,21102
"1075","Iowa",2012,4,59,16085
"1076","Iowa",2012,5,12,12685
"1077","Iowa",2012,6,2,12187
"1078","Iowa",2012,7,2,7428
"1079","Iowa",2012,8,0,1181
"1080","Iowa",2012,9,18,7368
"1081","Iowa",2012,10,42,9968
"1082","Iowa",2012,11,86,8523
"1083","Iowa",2012,12,299,19908
"1084","Iowa",2013,1,436,11783
"1085","Iowa",2013,2,231,12643
"1086","Iowa",2013,3,111,10237
"1087","Iowa",2013,4,31,7981
"1088","Iowa",2013,5,12,6213
"1089","Iowa",2013,6,0,5372
"1090","Iowa",2013,7,1,3945
"1091","Iowa",2013,8,0,4261
"1092","Iowa",2013,9,55,35826
"1093","Iowa",2013,10,293,147162
"1094","Iowa",2013,11,394,166348
"1095","Iowa",2013,12,405,120110
"1096","Iowa",2014,1,713,121808
"1097","Iowa",2014,2,549,121368
"1098","Iowa",2014,3,395,159613
"1099","Iowa",2014,4,252,124167
"1100","Iowa",2014,5,223,146006
"1101","Iowa",2014,6,164,112918
"1102","Iowa",2014,7,148,104476
"1103","Iowa",2014,8,165,117645
"1104","Iowa",2014,9,215,94917
"1105","Iowa",2014,10,375,132506
"1106","Iowa",2014,11,510,161788
"1107","Iowa",2014,12,941,132886
"1108","Iowa",2015,1,496,36820
"1109","Iowa",2015,2,139,8784
"1110","Iowa",2015,3,81,8158
"1111","Iowa",2015,4,42,7392
"1112","Iowa",2015,5,12,6578
"1113","Iowa",2015,6,0,4216
"1114","Iowa",2015,7,1,3694
"1115","Iowa",2015,8,0,5628
"1116","Iowa",2015,9,4,2753
"1117","Iowa",2015,10,49,11133
"1118","Iowa",2015,11,47,9292
"1119","Iowa",2015,12,28,8136
"1120","Iowa",2016,1,58,9368
"1121","Iowa",2016,2,81,8692
"1122","Iowa",2016,3,84,6613
"1123","Iowa",2016,4,53,8003
"1124","Iowa",2016,5,9,5003
"1125","Iowa",2016,6,2,2231
"1126","Iowa",2016,7,1,1772
"1127","Iowa",2016,8,3,2278
"1128","Iowa",2016,9,1,4450
"1129","Iowa",2016,10,23,15523
"1130","Iowa",2016,11,43,12446
"1131","Iowa",2016,12,102,15256
"1132","Iowa",2017,1,212,12505
"1133","Iowa",2017,2,393,15360
"1134","Iowa",2017,3,117,12692
"1135","Iowa",2017,4,42,16463
"1136","Iowa",2017,5,14,7353
"1137","Iowa",2017,6,4,2982
"1138","Iowa",2017,7,4,3287
"1139","Iowa",2017,8,0,4184
"1140","Iowa",2017,9,2,10797
"1141","Iowa",2017,10,45,15699
"1142","Iowa",2017,11,84,15317
"1143","Iowa",2017,12,268,19394
"1144","Iowa",2018,1,445,15416
"1145","Iowa",2018,2,508,17194
"1146","Iowa",2018,3,255,17074
"1147","Iowa",2018,4,58,11860
"1148","Iowa",2018,5,21,8523
"1149","Iowa",2018,6,0,7134
"1150","Iowa",2018,7,4,4560
"1151","Iowa",2018,8,22,14124
"1152","Iowa",2018,9,36,17166
"1153","Kansas",2010,10,184,36117
"1154","Kansas",2010,11,247,37812
"1155","Kansas",2010,12,311,37034
"1156","Kansas",2011,1,700,42381
"1157","Kansas",2011,2,1427,41834
"1158","Kansas",2011,3,848,35989
"1159","Kansas",2011,4,298,38607
"1160","Kansas",2011,5,127,23874
"1161","Kansas",2011,6,57,15070
"1162","Kansas",2011,7,40,18952
"1163","Kansas",2011,8,28,15866
"1164","Kansas",2011,9,123,17068
"1165","Kansas",2011,10,377,44529
"1166","Kansas",2011,11,285,37300
"1167","Kansas",2011,12,364,41790
"1168","Kansas",2012,1,371,36251
"1169","Kansas",2012,2,927,39395
"1170","Kansas",2012,3,1149,45900
"1171","Kansas",2012,4,192,34620
"1172","Kansas",2012,5,80,27092
"1173","Kansas",2012,6,13,13078
"1174","Kansas",2012,7,11,10200
"1175","Kansas",2012,8,13,11416
"1176","Kansas",2012,9,26,17263
"1177","Kansas",2012,10,268,32576
"1178","Kansas",2012,11,372,31631
"1179","Kansas",2012,12,1104,37600
"1180","Kansas",2013,1,1797,32276
"1181","Kansas",2013,2,1497,31296
"1182","Kansas",2013,3,446,34052
"1183","Kansas",2013,4,88,25530
"1184","Kansas",2013,5,54,22340
"1185","Kansas",2013,6,42,19635
"1186","Kansas",2013,7,15,12732
"1187","Kansas",2013,8,24,14634
"1188","Kansas",2013,9,37,14265
"1189","Kansas",2013,10,180,29290
"1190","Kansas",2013,11,374,35175
"1191","Kansas",2013,12,651,24243
"1192","Kansas",2014,1,1332,25503
"1193","Kansas",2014,2,801,26579
"1194","Kansas",2014,3,483,33059
"1195","Kansas",2014,4,165,24889
"1196","Kansas",2014,5,108,23277
"1197","Kansas",2014,6,21,12644
"1198","Kansas",2014,7,19,11137
"1199","Kansas",2014,8,44,13708
"1200","Kansas",2014,9,86,10839
"1201","Kansas",2014,10,199,27560
"1202","Kansas",2014,11,437,31843
"1203","Kansas",2014,12,1445,25605
"1204","Kansas",2015,1,2313,33418
"1205","Kansas",2015,2,1370,29329
"1206","Kansas",2015,3,951,27598
"1207","Kansas",2015,4,426,25671
"1208","Kansas",2015,5,197,22338
"1209","Kansas",2015,6,58,12877
"1210","Kansas",2015,7,26,13026
"1211","Kansas",2015,8,46,18762
"1212","Kansas",2015,9,83,16716
"1213","Kansas",2015,10,393,35237
"1214","Kansas",2015,11,431,28690
"1215","Kansas",2015,12,353,26200
"1216","Kansas",2016,1,439,31611
"1217","Kansas",2016,2,611,30138
"1218","Kansas",2016,3,746,27107
"1219","Kansas",2016,4,571,33157
"1220","Kansas",2016,5,169,21919
"1221","Kansas",2016,6,31,12566
"1222","Kansas",2016,7,21,16333
"1223","Kansas",2016,8,23,13658
"1224","Kansas",2016,9,40,16154
"1225","Kansas",2016,10,283,33043
"1226","Kansas",2016,11,295,26202
"1227","Kansas",2016,12,582,31952
"1228","Kansas",2017,1,1137,26192
"1229","Kansas",2017,2,2512,29035
"1230","Kansas",2017,3,1183,26346
"1231","Kansas",2017,4,563,32592
"1232","Kansas",2017,5,115,18863
"1233","Kansas",2017,6,30,9753
"1234","Kansas",2017,7,38,11696
"1235","Kansas",2017,8,24,10552
"1236","Kansas",2017,9,40,13741
"1237","Kansas",2017,10,288,28228
"1238","Kansas",2017,11,485,27029
"1239","Kansas",2017,12,1341,31886
"1240","Kansas",2018,1,2675,26939
"1241","Kansas",2018,2,3378,30581
"1242","Kansas",2018,3,1447,32960
"1243","Kansas",2018,4,374,22077
"1244","Kansas",2018,5,148,15624
"1245","Kansas",2018,6,67,8948
"1246","Kansas",2018,7,7,5653
"1247","Kansas",2018,8,4,5105
"1248","Kansas",2018,9,21,8906
"1249","Kentucky",2010,10,94,57559
"1250","Kentucky",2010,11,213,56879
"1251","Kentucky",2010,12,426,55239
"1252","Kentucky",2011,1,956,71462
"1253","Kentucky",2011,2,1749,64001
"1254","Kentucky",2011,3,610,62665
"1255","Kentucky",2011,4,277,78793
"1256","Kentucky",2011,5,117,57819
"1257","Kentucky",2011,6,61,52830
"1258","Kentucky",2011,7,72,71249
"1259","Kentucky",2011,8,28,54537
"1260","Kentucky",2011,9,25,59927
"1261","Kentucky",2011,10,242,82450
"1262","Kentucky",2011,11,246,71805
"1263","Kentucky",2011,12,294,88347
"1264","Kentucky",2012,1,271,73240
"1265","Kentucky",2012,2,464,75257
"1266","Kentucky",2012,3,544,100274
"1267","Kentucky",2012,4,118,70953
"1268","Kentucky",2012,5,37,63411
"1269","Kentucky",2012,6,19,71949
"1270","Kentucky",2012,7,11,67241
"1271","Kentucky",2012,8,25,71560
"1272","Kentucky",2012,9,62,93246
"1273","Kentucky",2012,10,103,79939
"1274","Kentucky",2012,11,103,77092
"1275","Kentucky",2012,12,710,97167
"1276","Kentucky",2013,1,1265,83244
"1277","Kentucky",2013,2,1001,85984
"1278","Kentucky",2013,3,975,111684
"1279","Kentucky",2013,4,183,77796
"1280","Kentucky",2013,5,24,24566
"1281","Kentucky",2013,6,14,23445
"1282","Kentucky",2013,7,12,16007
"1283","Kentucky",2013,8,30,25567
"1284","Kentucky",2013,9,37,21309
"1285","Kentucky",2013,10,225,82823
"1286","Kentucky",2013,11,425,103923
"1287","Kentucky",2013,12,608,76393
"1288","Kentucky",2014,1,1282,76927
"1289","Kentucky",2014,2,790,83760
"1290","Kentucky",2014,3,269,105781
"1291","Kentucky",2014,4,136,80457
"1292","Kentucky",2014,5,40,101028
"1293","Kentucky",2014,6,5,81639
"1294","Kentucky",2014,7,7,77834
"1295","Kentucky",2014,8,2,98584
"1296","Kentucky",2014,9,17,61920
"1297","Kentucky",2014,10,89,88222
"1298","Kentucky",2014,11,233,112285
"1299","Kentucky",2014,12,1908,83968
"1300","Kentucky",2015,1,1830,93551
"1301","Kentucky",2015,2,410,79509
"1302","Kentucky",2015,3,291,83968
"1303","Kentucky",2015,4,298,89941
"1304","Kentucky",2015,5,94,106273
"1305","Kentucky",2015,6,13,83579
"1306","Kentucky",2015,7,6,77555
"1307","Kentucky",2015,8,8,101834
"1308","Kentucky",2015,9,23,81418
"1309","Kentucky",2015,10,346,124932
"1310","Kentucky",2015,11,522,99965
"1311","Kentucky",2015,12,620,103913
"1312","Kentucky",2016,1,709,123957
"1313","Kentucky",2016,2,1364,100881
"1314","Kentucky",2016,3,2203,101654
"1315","Kentucky",2016,4,1371,124148
"1316","Kentucky",2016,5,244,88145
"1317","Kentucky",2016,6,48,80632
"1318","Kentucky",2016,7,10,95279
"1319","Kentucky",2016,8,36,68038
"1320","Kentucky",2016,9,89,29114
"1321","Kentucky",2016,10,724,103140
"1322","Kentucky",2016,11,781,92479
"1323","Kentucky",2016,12,1622,91562
"1324","Kentucky",2017,1,1662,42788
"1325","Kentucky",2017,2,3092,43012
"1326","Kentucky",2017,3,2934,41098
"1327","Kentucky",2017,4,1175,42590
"1328","Kentucky",2017,5,148,28613
"1329","Kentucky",2017,6,51,25555
"1330","Kentucky",2017,7,50,31780
"1331","Kentucky",2017,8,32,26629
"1332","Kentucky",2017,9,109,33582
"1333","Kentucky",2017,10,430,40619
"1334","Kentucky",2017,11,749,41523
"1335","Kentucky",2017,12,2916,52566
"1336","Kentucky",2018,1,4666,43790
"1337","Kentucky",2018,2,4544,48489
"1338","Kentucky",2018,3,1689,43124
"1339","Kentucky",2018,4,506,29609
"1340","Kentucky",2018,5,167,26953
"1341","Kentucky",2018,6,69,27127
"1342","Kentucky",2018,7,59,24249
"1343","Kentucky",2018,8,74,22182
"1344","Kentucky",2018,9,131,19711
"1345","Louisiana",2010,10,1444,66461
"1346","Louisiana",2010,11,1927,73651
"1347","Louisiana",2010,12,1973,62848
"1348","Louisiana",2011,1,5937,98622
"1349","Louisiana",2011,2,6605,88592
"1350","Louisiana",2011,3,2478,72258
"1351","Louisiana",2011,4,1628,86989
"1352","Louisiana",2011,5,634,57316
"1353","Louisiana",2011,6,584,59310
"1354","Louisiana",2011,7,678,65297
"1355","Louisiana",2011,8,541,47390
"1356","Louisiana",2011,9,413,25399
"1357","Louisiana",2011,10,1506,56719
"1358","Louisiana",2011,11,1355,52650
"1359","Louisiana",2011,12,1777,58847
"1360","Louisiana",2012,1,1131,42680
"1361","Louisiana",2012,2,1437,54619
"1362","Louisiana",2012,3,1911,74589
"1363","Louisiana",2012,4,1156,55985
"1364","Louisiana",2012,5,1103,60193
"1365","Louisiana",2012,6,996,78619
"1366","Louisiana",2012,7,770,70575
"1367","Louisiana",2012,8,1051,77804
"1368","Louisiana",2012,9,1790,98586
"1369","Louisiana",2012,10,2716,92917
"1370","Louisiana",2012,11,4283,101659
"1371","Louisiana",2012,12,9921,145930
"1372","Louisiana",2013,1,7536,122253
"1373","Louisiana",2013,2,5118,128439
"1374","Louisiana",2013,3,4730,150452
"1375","Louisiana",2013,4,2894,130552
"1376","Louisiana",2013,5,2488,124315
"1377","Louisiana",2013,6,1951,147825
"1378","Louisiana",2013,7,1105,105296
"1379","Louisiana",2013,8,1679,126921
"1380","Louisiana",2013,9,2292,124287
"1381","Louisiana",2013,10,2939,127173
"1382","Louisiana",2013,11,4948,159567
"1383","Louisiana",2013,12,7769,139639
"1384","Louisiana",2014,1,8898,134288
"1385","Louisiana",2014,2,4623,135932
"1386","Louisiana",2014,3,3773,153755
"1387","Louisiana",2014,4,2740,127127
"1388","Louisiana",2014,5,2884,164248
"1389","Louisiana",2014,6,1781,137860
"1390","Louisiana",2014,7,1522,133390
"1391","Louisiana",2014,8,2454,199404
"1392","Louisiana",2014,9,2800,175202
"1393","Louisiana",2014,10,4300,190301
"1394","Louisiana",2014,11,8745,229288
"1395","Louisiana",2014,12,12238,193824
"1396","Louisiana",2015,1,11814,225548
"1397","Louisiana",2015,2,6913,178731
"1398","Louisiana",2015,3,6102,194184
"1399","Louisiana",2015,4,3833,176173
"1400","Louisiana",2015,5,3770,222272
"1401","Louisiana",2015,6,1899,161603
"1402","Louisiana",2015,7,1671,155833
"1403","Louisiana",2015,8,2098,193941
"1404","Louisiana",2015,9,2859,171312
"1405","Louisiana",2015,10,4242,227190
"1406","Louisiana",2015,11,3888,179815
"1407","Louisiana",2015,12,4053,176451
"1408","Louisiana",2016,1,5360,223032
"1409","Louisiana",2016,2,5163,183540
"1410","Louisiana",2016,3,6379,193987
"1411","Louisiana",2016,4,4902,226812
"1412","Louisiana",2016,5,3262,188232
"1413","Louisiana",2016,6,2359,181893
"1414","Louisiana",2016,7,2404,223846
"1415","Louisiana",2016,8,1873,164910
"1416","Louisiana",2016,9,2816,198148
"1417","Louisiana",2016,10,3889,238631
"1418","Louisiana",2016,11,3805,182572
"1419","Louisiana",2016,12,7090,243809
"1420","Louisiana",2017,1,7390,212203
"1421","Louisiana",2017,2,10832,215681
"1422","Louisiana",2017,3,8301,215345
"1423","Louisiana",2017,4,6155,261449
"1424","Louisiana",2017,5,3791,202206
"1425","Louisiana",2017,6,3111,190541
"1426","Louisiana",2017,7,3172,254251
"1427","Louisiana",2017,8,3067,203951
"1428","Louisiana",2017,9,5509,265665
"1429","Louisiana",2017,10,5632,213034
"1430","Louisiana",2017,11,9054,212109
"1431","Louisiana",2017,12,22620,295112
"1432","Louisiana",2018,1,20262,210575
"1433","Louisiana",2018,2,15087,218412
"1434","Louisiana",2018,3,7287,262604
"1435","Louisiana",2018,4,4533,217108
"1436","Louisiana",2018,5,4160,220666
"1437","Louisiana",2018,6,3639,253935
"1438","Louisiana",2018,7,2432,190879
"1439","Louisiana",2018,8,2895,195843
"1440","Louisiana",2018,9,4019,207125
"1441","Maine",2010,10,97,25032
"1442","Maine",2010,11,91,21983
"1443","Maine",2010,12,94,22611
"1444","Maine",2011,1,186,27065
"1445","Maine",2011,2,430,23535
"1446","Maine",2011,3,319,25287
"1447","Maine",2011,4,176,27053
"1448","Maine",2011,5,87,18315
"1449","Maine",2011,6,73,15962
"1450","Maine",2011,7,118,20010
"1451","Maine",2011,8,64,14827
"1452","Maine",2011,9,69,13714
"1453","Maine",2011,10,138,28830
"1454","Maine",2011,11,123,23422
"1455","Maine",2011,12,157,28301
"1456","Maine",2012,1,106,23428
"1457","Maine",2012,2,107,24331
"1458","Maine",2012,3,107,29587
"1459","Maine",2012,4,76,22606
"1460","Maine",2012,5,72,22232
"1461","Maine",2012,6,89,22478
"1462","Maine",2012,7,72,15143
"1463","Maine",2012,8,63,15393
"1464","Maine",2012,9,76,22837
"1465","Maine",2012,10,190,27407
"1466","Maine",2012,11,209,25176
"1467","Maine",2012,12,501,29825
"1468","Maine",2013,1,711,26136
"1469","Maine",2013,2,362,25557
"1470","Maine",2013,3,270,30464
"1471","Maine",2013,4,230,24620
"1472","Maine",2013,5,155,23119
"1473","Maine",2013,6,203,24731
"1474","Maine",2013,7,147,19275
"1475","Maine",2013,8,145,24516
"1476","Maine",2013,9,66,17568
"1477","Maine",2013,10,174,24588
"1478","Maine",2013,11,133,24048
"1479","Maine",2013,12,170,18308
"1480","Maine",2014,1,263,19403
"1481","Maine",2014,2,394,20628
"1482","Maine",2014,3,338,26647
"1483","Maine",2014,4,244,21710
"1484","Maine",2014,5,217,24811
"1485","Maine",2014,6,129,17941
"1486","Maine",2014,7,83,16679
"1487","Maine",2014,8,149,22172
"1488","Maine",2014,9,188,17530
"1489","Maine",2014,10,280,24008
"1490","Maine",2014,11,296,27532
"1491","Maine",2014,12,289,20377
"1492","Maine",2015,1,738,26923
"1493","Maine",2015,2,440,21000
